original_org_name,variant
"Global Financing Facility for Women, Children and Adolescents Multi-Donor Trust Fund","Glboal Financing Facility for Women, Children and Adolescents Multi-Donor Trust Fund"
"Global Financing Facility for Women, Children and Adolescents Multi-Donor Trust Fund","global financing facility for women, children and adolescents multi-donor trust fund"
"Global Financing Facility for Women, Children and Adolescents Multi-Donor Trust Fund",Global Financing Facility for Women Children and Adolescents MultiDonor Trust Fund
"Global Fund To Fight Aids,Tuberculosis And Malaria","Global Fund To Fight Aids,Tuberculosis And Malaria"
"Global Fund To Fight Aids,Tuberculosis And Malaria","Global Fund To Fight Aids,Tuberculosis And aMlaria"
"Global Fund To Fight Aids,Tuberculosis And Malaria",Global Fund To Fight AidsTuberculosis And Malaria
"Global Fund To Fight Aids,Tuberculosis And Malaria","global fund to fight aids,tuberculosis and malaria"
Health Emergency Preparedness and Response Multi-Donor Trust Fund,health emergency preparedness and response multi-donor trust fund
Health Emergency Preparedness and Response Multi-Donor Trust Fund,Health Emergency Preparedness and Response MultiDonor Trust Fund
Health Emergency Preparedness and Response Multi-Donor Trust Fund,Health Emergency Preparedness and Response Multi-Donor Trust Fund
Health Emergency Preparedness and Response Multi-Donor Trust Fund,Health Emergency Preparedness and Response Mult-iDonor Trust Fund
Iceland - Ministry for Foreign Affairs,Iceland - Ministry for Foreign Affairs
Iceland - Ministry for Foreign Affairs,Iceland - Minisrty for Foreign Affairs
Iceland - Ministry for Foreign Affairs,Iceland  Ministry for Foreign Affairs
Iceland - Ministry for Foreign Affairs,iceland - ministry for foreign affairs
Italy - Ministry of Environment and Protection of Land and Sea,italy - ministry of environment and protection of land and sea
Italy - Ministry of Environment and Protection of Land and Sea,Ital y- Ministry of Environment and Protection of Land and Sea
Italy - Ministry of Environment and Protection of Land and Sea,Italy  Ministry of Environment and Protection of Land and Sea
Italy - Ministry of Environment and Protection of Land and Sea,Italy - Ministry of Environment and Protection of Land and Sea
Laerdal Global Health,laerdal global health
Laerdal Global Health,Laerdal Global Health
Laerdal Global Health,Laerdal Glboal Health
Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woman Every Child,Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woamn Every Child
Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woman Every Child,MultiDonor Trust Fund for the Global Financing Facility GFF in Support of Every Woman Every Child
Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woman Every Child,Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woman Every Child
Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woman Every Child,multi-donor trust fund for the global financing facility (gff) in support of every woman every child
Netherlands - Ministry for Foreign Trade and Development Cooperation,Netherlands - Ministry for Foreign Trade and Development Cooperation
Netherlands - Ministry for Foreign Trade and Development Cooperation,Netherlands - Ministry for Foreign Trade and Development Coopertaion
Netherlands - Ministry for Foreign Trade and Development Cooperation,Netherlands  Ministry for Foreign Trade and Development Cooperation
Netherlands - Ministry for Foreign Trade and Development Cooperation,netherlands - ministry for foreign trade and development cooperation
Norway - Ministry of Foreign Affairs,Norway - Ministry of Foreign fAfairs
Norway - Ministry of Foreign Affairs,Norway  Ministry of Foreign Affairs
Norway - Ministry of Foreign Affairs,Norway - Ministry of Foreign Affairs
Norway - Ministry of Foreign Affairs,norway - ministry of foreign affairs
Qatar Fund for Development,Qatar Fund for Devleopment
Qatar Fund for Development,qatar fund for development
Qatar Fund for Development,Qatar Fund for Development
"State Secretariat for Economic Affairs, SECO","state secretariat for economic affairs, seco"
"State Secretariat for Economic Affairs, SECO","State Secretarita for Economic Affairs, SECO"
"State Secretariat for Economic Affairs, SECO","State Secretariat for Economic Affairs, SECO"
"State Secretariat for Economic Affairs, SECO",State Secretariat for Economic Affairs SECO
United Kingdom - Children's Investment Fund Foundation (CIFF),united kingdom - children's investment fund foundation (ciff)
United Kingdom - Children's Investment Fund Foundation (CIFF),Untied Kingdom - Children's Investment Fund Foundation (CIFF)
United Kingdom - Children's Investment Fund Foundation (CIFF),United Kingdom  Childrens Investment Fund Foundation CIFF
United Kingdom - Children's Investment Fund Foundation (CIFF),United Kingdom - Children's Investment Fund Foundation (CIFF)
United Kingdom - Department of Energy and Climate Change,Untied Kingdom - Department of Energy and Climate Change
United Kingdom - Department of Energy and Climate Change,United Kingdom - Department of Energy and Climate Change
United Kingdom - Department of Energy and Climate Change,United Kingdom  Department of Energy and Climate Change
United Kingdom - Department of Energy and Climate Change,united kingdom - department of energy and climate change
Mastercard Foundation,mastercard foundation
Mastercard Foundation,Mastercard oFundation
Mastercard Foundation,Mastercard Foundation
MSC Global Consulting Pte. Ltd. (MicroSave),MSC Global Consulting Pte. Ltd. (MicroSave)
MSC Global Consulting Pte. Ltd. (MicroSave),MSC Gloabl Consulting Pte. Ltd. (MicroSave)
MSC Global Consulting Pte. Ltd. (MicroSave),MSC Global Consulting Pte Ltd MicroSave
MSC Global Consulting Pte. Ltd. (MicroSave),msc global consulting pte. ltd. (microsave)
Australia - Ministry for Foreign Affairs and Trade,Australia - Ministry for Foreign Affairs and Trade
Australia - Ministry for Foreign Affairs and Trade,australia - ministry for foreign affairs and trade
Australia - Ministry for Foreign Affairs and Trade,Australia  -Ministry for Foreign Affairs and Trade
Australia - Ministry for Foreign Affairs and Trade,Australia  Ministry for Foreign Affairs and Trade
Belgian Development Cooperation,Belgian Development Cooperation
Belgian Development Cooperation,Belgian Development Coopertaion
Belgian Development Cooperation,belgian development cooperation
Conrad N. Hilton Foundation,Conrda N. Hilton Foundation
Conrad N. Hilton Foundation,Conrad N Hilton Foundation
Conrad N. Hilton Foundation,conrad n. hilton foundation
Conrad N. Hilton Foundation,Conrad N. Hilton Foundation
EFA FTI Catalytic Fund,efa fti catalytic fund
EFA FTI Catalytic Fund,EFA FTIC atalytic Fund
EFA FTI Catalytic Fund,EFA FTI Catalytic Fund
Early Learning Partnership Multi Donor Trust Fund - Parallel Trust Fund of TF072402,Early Learning Partnership Multi Donor Trust Fund - Parallel Trus tFund of TF072402
Early Learning Partnership Multi Donor Trust Fund - Parallel Trust Fund of TF072402,Early Learning Partnership Multi Donor Trust Fund  Parallel Trust Fund of TF072402
Early Learning Partnership Multi Donor Trust Fund - Parallel Trust Fund of TF072402,early learning partnership multi donor trust fund - parallel trust fund of tf072402
Early Learning Partnership Multi Donor Trust Fund - Parallel Trust Fund of TF072402,Early Learning Partnership Multi Donor Trust Fund - Parallel Trust Fund of TF072402
Early Learning Partnership Multi Donor Trust Fund,Early Learning Partnership uMlti Donor Trust Fund
Early Learning Partnership Multi Donor Trust Fund,Early Learning Partnership Multi Donor Trust Fund
Early Learning Partnership Multi Donor Trust Fund,early learning partnership multi donor trust fund
Education for All Fast Track Initiative (EFA-FTI) Catalytic Trust Fund,Education for AllF ast Track Initiative (EFA-FTI) Catalytic Trust Fund
Education for All Fast Track Initiative (EFA-FTI) Catalytic Trust Fund,Education for All Fast Track Initiative (EFA-FTI) Catalytic Trust Fund
Education for All Fast Track Initiative (EFA-FTI) Catalytic Trust Fund,education for all fast track initiative (efa-fti) catalytic trust fund
Education for All Fast Track Initiative (EFA-FTI) Catalytic Trust Fund,Education for All Fast Track Initiative EFAFTI Catalytic Trust Fund
France - Ministry of Foreign Affair and International Development,France  Ministry of Foreign Affair and International Development
France - Ministry of Foreign Affair and International Development,Franec - Ministry of Foreign Affair and International Development
France - Ministry of Foreign Affair and International Development,france - ministry of foreign affair and international development
France - Ministry of Foreign Affair and International Development,France - Ministry of Foreign Affair and International Development
Global Partnership for Education Fund - World Bank as Supervising Entity/Implementing Agency,Global Partnership for Education Fund - World Bank as Supervising Entity/Ipmlementing Agency
Global Partnership for Education Fund - World Bank as Supervising Entity/Implementing Agency,Global Partnership for Education Fund - World Bank as Supervising Entity/Implementing Agency
Global Partnership for Education Fund - World Bank as Supervising Entity/Implementing Agency,global partnership for education fund - world bank as supervising entity/implementing agency
Global Partnership for Education Fund - World Bank as Supervising Entity/Implementing Agency,Global Partnership for Education Fund  World Bank as Supervising EntityImplementing Agency
"Irish Aid, Department of Foreign Affairs and Trade","Irish Aid, Dpeartment of Foreign Affairs and Trade"
"Irish Aid, Department of Foreign Affairs and Trade",Irish Aid Department of Foreign Affairs and Trade
"Irish Aid, Department of Foreign Affairs and Trade","irish aid, department of foreign affairs and trade"
"Irish Aid, Department of Foreign Affairs and Trade","Irish Aid, Department of Foreign Affairs and Trade"
Italy - Ministry of Foreign Affairs International Cooperation,italy - ministry of foreign affairs international cooperation
Italy - Ministry of Foreign Affairs International Cooperation,Italy  Ministry of Foreign Affairs International Cooperation
Italy - Ministry of Foreign Affairs International Cooperation,Italy - Ministry of Foreign Affairs International Cooperation
Italy - Ministry of Foreign Affairs International Cooperation,Italy - Ministry of Foreign Affairs International Cooperaiton
Japan - Ministry of Foreign Affairs,Japan-  Ministry of Foreign Affairs
Japan - Ministry of Foreign Affairs,Japan - Ministry of Foreign Affairs
Japan - Ministry of Foreign Affairs,japan - ministry of foreign affairs
Japan - Ministry of Foreign Affairs,Japan  Ministry of Foreign Affairs
LEGO Fonden,LEGO Fonden
LEGO Fonden,lego fonden
LEGO Fonden,ELGO Fonden
Ministry of Finance of the Russian Federation,ministry of finance of the russian federation
Ministry of Finance of the Russian Federation,Ministry of Finance of the Russian Federation
Ministry of Finance of the Russian Federation,Ministry of Finance of the Russian Fedreation
Rockefeller Philanthropy Advisors,rockefeller philanthropy advisors
Rockefeller Philanthropy Advisors,Rockefeller Philanthropy Advisosr
Rockefeller Philanthropy Advisors,Rockefeller Philanthropy Advisors
Romania-Ministry of Foreign Affairs,Romania-Ministry of Foreign Affairs
Romania-Ministry of Foreign Affairs,RomaniaMinistry of Foreign Affairs
Romania-Ministry of Foreign Affairs,romania-ministry of foreign affairs
Romania-Ministry of Foreign Affairs,Romania-Ministr yof Foreign Affairs
Spanish Agency for International Development Cooperation,spanish agency for international development cooperation
Spanish Agency for International Development Cooperation,Spanish Agency for Interntaional Development Cooperation
Spanish Agency for International Development Cooperation,Spanish Agency for International Development Cooperation
The William and Flora Hewlett Foundation,the william and flora hewlett foundation
The William and Flora Hewlett Foundation,The William and Flora Hewlett Foundation
The William and Flora Hewlett Foundation,The William andF lora Hewlett Foundation
EUROPEAN UNION,EUROPEAN UNION
EUROPEAN UNION,european union
EUROPEAN UNION,ERUOPEAN UNION
UNITED NATIONS DEVELOPMENT PRO,UNITED NATIONS DEVELOPEMNT PRO
UNITED NATIONS DEVELOPMENT PRO,UNITED NATIONS DEVELOPMENT PRO
UNITED NATIONS DEVELOPMENT PRO,united nations development pro
Mirova Natural Capital Ltd,mirova natural capital ltd
Mirova Natural Capital Ltd,Mirova Natural Capital Ltd
Mirova Natural Capital Ltd,Mirova Natural Capita lLtd
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Bundesministerium für wirtschafltiche Zusammenarbeit und Entwicklung (BMZ)
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),bundesministerium für wirtschaftliche zusammenarbeit und entwicklung (bmz)
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung BMZ
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)
KfW Bankengruppe (KfW),KfW Bankengruppe KfW
KfW Bankengruppe (KfW),KfW Bankengruppe (KfW)
KfW Bankengruppe (KfW),Kf WBankengruppe (KfW)
KfW Bankengruppe (KfW),kfw bankengruppe (kfw)
MINISTÈRE DE L'ECONOMIE ET DES FINANCES,MINISTÈRE DE L'ECONOMIE ET DES FINANCES
MINISTÈRE DE L'ECONOMIE ET DES FINANCES,MINISTÈRE DE LECONOMIE ET DES FINANCES
MINISTÈRE DE L'ECONOMIE ET DES FINANCES,MINISTÈRE DE L'ECONOMIE ET DES FIANNCES
MINISTÈRE DE L'ECONOMIE ET DES FINANCES,ministère de l'economie et des finances
REPUBLIK MADAGASKAR,REPUBLIK MADAGASKAR
REPUBLIK MADAGASKAR,REPUBLIK AMDAGASKAR
REPUBLIK MADAGASKAR,republik madagaskar
Europäische Union (EU),EuropäischeU nion (EU)
Europäische Union (EU),europäische union (eu)
Europäische Union (EU),Europäische Union EU
Europäische Union (EU),Europäische Union (EU)
Ministère de l´Agriculture et de l´Elevage,Ministère de lAgriculture et de lElevage
Ministère de l´Agriculture et de l´Elevage,Ministère de l´Agriculutre et de l´Elevage
Ministère de l´Agriculture et de l´Elevage,Ministère de l´Agriculture et de l´Elevage
Ministère de l´Agriculture et de l´Elevage,ministère de l´agriculture et de l´elevage
Agence Francaise de Developpement,agence francaise de developpement
Agence Francaise de Developpement,Agence Franacise de Developpement
Agence Francaise de Developpement,Agence Francaise de Developpement
Gouverneme,Gouverenme
Gouverneme,gouverneme
Gouverneme,Gouverneme
Ministère de l'Europe et des Affaires étrangères (Franz. Außenmin.),Ministère de lEurope et des Affaires étrangères Franz Außenmin
Ministère de l'Europe et des Affaires étrangères (Franz. Außenmin.),iMnistère de l'Europe et des Affaires étrangères (Franz. Außenmin.)
Ministère de l'Europe et des Affaires étrangères (Franz. Außenmin.),ministère de l'europe et des affaires étrangères (franz. außenmin.)
Ministère de l'Europe et des Affaires étrangères (Franz. Außenmin.),Ministère de l'Europe et des Affaires étrangères (Franz. Außenmin.)
Ministère de l'intérieur,Ministère de l'intérieur
Ministère de l'intérieur,iMnistère de l'intérieur
Ministère de l'intérieur,Ministère de lintérieur
Ministère de l'intérieur,ministère de l'intérieur
Ministerium für Energie und Kohlenwasserstoffe,ministerium für energie und kohlenwasserstoffe
Ministerium für Energie und Kohlenwasserstoffe,Ministerium für Energie und Kohlenwasserstoffe
Ministerium für Energie und Kohlenwasserstoffe,Ministerium für Enregie und Kohlenwasserstoffe
Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE),Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)
Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE),Katholische Zentraltselle für Entwicklungshilfe e.V. (KZE)
Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE),katholische zentralstelle für entwicklungshilfe e.v. (kze)
Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE),Katholische Zentralstelle für Entwicklungshilfe eV KZE
ACCÈSBANQUE MADAGASCAR SA - CA,accèsbanque madagascar sa - ca
ACCÈSBANQUE MADAGASCAR SA - CA,ACCÈSBANQU EMADAGASCAR SA - CA
ACCÈSBANQUE MADAGASCAR SA - CA,ACCÈSBANQUE MADAGASCAR SA - CA
ACCÈSBANQUE MADAGASCAR SA - CA,ACCÈSBANQUE MADAGASCAR SA  CA
MINISTÈRE DES AFFAIRES ETRANGÈRES,ministère des affaires etrangères
MINISTÈRE DES AFFAIRES ETRANGÈRES,MINISTÈRE DES AFFAIRSE ETRANGÈRES
MINISTÈRE DES AFFAIRES ETRANGÈRES,MINISTÈRE DES AFFAIRES ETRANGÈRES
Deutsche Welthungerhilfe e.V.,Deutshce Welthungerhilfe e.V.
Deutsche Welthungerhilfe e.V.,Deutsche Welthungerhilfe eV
Deutsche Welthungerhilfe e.V.,Deutsche Welthungerhilfe e.V.
Deutsche Welthungerhilfe e.V.,deutsche welthungerhilfe e.v.
Engagement Global gGmbH,Engagement Global gGmbH
Engagement Global gGmbH,Engagement Globa lgGmbH
Engagement Global gGmbH,engagement global ggmbh
Ministère de l'Environnement et Développement Durable,ministère de l'environnement et développement durable
Ministère de l'Environnement et Développement Durable,Ministère de lEnvironnement et Développement Durable
Ministère de l'Environnement et Développement Durable,Ministère de l'Environnement et Développement Durable
Ministère de l'Environnement et Développement Durable,Ministère de l'Environnement et Dvéeloppement Durable
Académie de recherche et d'enseignement supérieur - ARES,académie de recherche et d'enseignement supérieur - ares
Académie de recherche et d'enseignement supérieur - ARES,Académie de recherche et d'enseignement supérieru - ARES
Académie de recherche et d'enseignement supérieur - ARES,Académie de recherche et d'enseignement supérieur - ARES
Académie de recherche et d'enseignement supérieur - ARES,Académie de recherche et denseignement supérieur  ARES
Académie de recherche et d’enseignement supérieur – ARES,Académie de recherche e td’enseignement supérieur – ARES
Académie de recherche et d’enseignement supérieur – ARES,Académie de recherche et d’enseignement supérieur – ARES
Académie de recherche et d’enseignement supérieur – ARES,Académie de recherche et denseignement supérieur  ARES
Académie de recherche et d’enseignement supérieur – ARES,académie de recherche et d’enseignement supérieur – ares
WaterAid,WtaerAid
WaterAid,WaterAid
WaterAid,wateraid
ASSOCIATION MIARINTSOA,ASSOCIATION IMARINTSOA
ASSOCIATION MIARINTSOA,ASSOCIATION MIARINTSOA
ASSOCIATION MIARINTSOA,association miarintsoa
CARITAS,CARITAS
CARITAS,CARTIAS
CARITAS,caritas
Major Donor,Major Donor
Major Donor,major donor
Major Donor,Major Dnoor
ASSOCIATION MANORINTSOA,association manorintsoa
ASSOCIATION MANORINTSOA,ASSOICATION MANORINTSOA
ASSOCIATION MANORINTSOA,ASSOCIATION MANORINTSOA
Anonymous donor for activity GB-CHC-288701-MG102,Anonymous donor for activity GBCHC288701MG102
Anonymous donor for activity GB-CHC-288701-MG102,Anonymous donor for activity G-BCHC-288701-MG102
Anonymous donor for activity GB-CHC-288701-MG102,anonymous donor for activity gb-chc-288701-mg102
Anonymous donor for activity GB-CHC-288701-MG102,Anonymous donor for activity GB-CHC-288701-MG102
CNEAGR,CNEAGR
CNEAGR,cneagr
CNEAGR,CNAEGR
Anonymous donor for activity GB-CHC-288701-MG151,Anonymous donor for activity GBCHC288701MG151
Anonymous donor for activity GB-CHC-288701-MG151,Anonymous dono rfor activity GB-CHC-288701-MG151
Anonymous donor for activity GB-CHC-288701-MG151,anonymous donor for activity gb-chc-288701-mg151
Anonymous donor for activity GB-CHC-288701-MG151,Anonymous donor for activity GB-CHC-288701-MG151
EC ABRAHAM,EC ABRAAHM
EC ABRAHAM,ec abraham
EC ABRAHAM,EC ABRAHAM
ENTREPRISE MIHAINGO,ENTREPRISE MIHAINGO
ENTREPRISE MIHAINGO,ENRTEPRISE MIHAINGO
ENTREPRISE MIHAINGO,entreprise mihaingo
WASH,wash
WASH,WASH
Celebrities,celebrities
Celebrities,Celebrities
Celebrities,Celebriteis
Corporate - New Business,corporate - new business
Corporate - New Business,Corporate - New uBsiness
Corporate - New Business,Corporate - New Business
Corporate - New Business,Corporate  New Business
Corporate - Partners - Other Established,Corporate -P artners - Other Established
Corporate - Partners - Other Established,Corporate  Partners  Other Established
Corporate - Partners - Other Established,Corporate - Partners - Other Established
Corporate - Partners - Other Established,corporate - partners - other established
ICAP,ICAP
ICAP,icap
SAF/FJKM,SAFFJKM
SAF/FJKM,SAF/JFKM
SAF/FJKM,SAF/FJKM
SAF/FJKM,saf/fjkm
WaterAid Madagascar,WaterAid Madgaascar
WaterAid Madagascar,WaterAid Madagascar
WaterAid Madagascar,wateraid madagascar
Universités,universités
Universités,Universités
Universités,Univresités
Water Industry - Wessex Water,water industry - wessex water
Water Industry - Wessex Water,Water Industry - Wessex Water
Water Industry - Wessex Water,Water Industry - eWssex Water
Water Industry - Wessex Water,Water Industry  Wessex Water
FIKRIFAMA,FIKRIFAMA
FIKRIFAMA,fikrifama
FIKRIFAMA,FIKRIFMAA
High Value Supporter,High Value Supproter
High Value Supporter,high value supporter
High Value Supporter,High Value Supporter
Individual,nIdividual
Individual,Individual
Individual,individual
Ministère de l'eau,Ministère de l'eau
Ministère de l'eau,ministère de l'eau
Ministère de l'eau,Ministère de le'au
Ministère de l'eau,Ministère de leau
Ministère de la Population,ministère de la population
Ministère de la Population,Ministère de la Population
Ministère de la Population,Ministère de l aPopulation
OFFICE NATIONAL DE LA NUTRITION,office national de la nutrition
OFFICE NATIONAL DE LA NUTRITION,OFFIEC NATIONAL DE LA NUTRITION
OFFICE NATIONAL DE LA NUTRITION,OFFICE NATIONAL DE LA NUTRITION
Organisation de la Société Civile (GTF),Organisation de la Société Civile (GTF)
Organisation de la Société Civile (GTF),organisation de la société civile (gtf)
Organisation de la Société Civile (GTF),Organisation de la Société Civile GTF
Organisation de la Société Civile (GTF),Organisation del a Société Civile (GTF)
Peer2Peer Fundraising,Peer2Peer Fundraising
Peer2Peer Fundraising,Peer2Peer Fundraiisng
Peer2Peer Fundraising,peer2peer fundraising
Plateforme de Fédération des Personnes Handicapées,Plateforme de Fédération des Personnes Handicapées
Plateforme de Fédération des Personnes Handicapées,plateforme de fédération des personnes handicapées
Plateforme de Fédération des Personnes Handicapées,Plateforme de Fédératoin des Personnes Handicapées
REGION ANALAMANGA,REGION ANALAMANGA
REGION ANALAMANGA,region analamanga
REGION ANALAMANGA,REIGON ANALAMANGA
SCOUT in Madagascar,SCOTU in Madagascar
SCOUT in Madagascar,scout in madagascar
SCOUT in Madagascar,SCOUT in Madagascar
Schools,schools
Schools,Schoosl
Schools,Schools
Société d'Etudes Hydrauliques Aménagements Travaux,Société d'Etudes Hydrauliques Aménagements Travaux
Société d'Etudes Hydrauliques Aménagements Travaux,société d'etudes hydrauliques aménagements travaux
Société d'Etudes Hydrauliques Aménagements Travaux,Société dEtudes Hydrauliques Aménagements Travaux
Société d'Etudes Hydrauliques Aménagements Travaux,Société d'Etudse Hydrauliques Aménagements Travaux
Thames Water,thames water
Thames Water,Tahmes Water
Thames Water,Thames Water
Trusts,rTusts
Trusts,Trusts
Trusts,trusts
Universities,Universities
Universities,universities
Universities,Unviersities
Water Industry - Essex & Suffolk Water,Water Industry  Essex  Suffolk Water
Water Industry - Essex & Suffolk Water,water industry - essex & suffolk water
Water Industry - Essex & Suffolk Water,Water Industry - Essex & Suffolk Water
Water Industry - Essex & Suffolk Water,Water Industry - Esesx & Suffolk Water
Water Industry - Northumbrian Water,Water Industry  Northumbrian Water
Water Industry - Northumbrian Water,Wate rIndustry - Northumbrian Water
Water Industry - Northumbrian Water,Water Industry - Northumbrian Water
Water Industry - Northumbrian Water,water industry - northumbrian water
Water Industry - Other,Water Industry - Other
Water Industry - Other,water industry - other
Water Industry - Other,Water Industry  Other
Water Industry - Other,WaterI ndustry - Other
WaterAid Direct Implementation,WaterAid Direct Implementation
WaterAid Direct Implementation,wateraid direct implementation
WaterAid Direct Implementation,WaterAid Direct Implemenattion
WaterAid Member - Sweden,WaterAid Member - Swdeen
WaterAid Member - Sweden,wateraid member - sweden
WaterAid Member - Sweden,WaterAid Member  Sweden
WaterAid Member - Sweden,WaterAid Member - Sweden
Yorkshire Water,yorkshire water
Yorkshire Water,Yrokshire Water
Yorkshire Water,Yorkshire Water
Youth Groups,Yout hGroups
Youth Groups,Youth Groups
Youth Groups,youth groups
Big Lottery Fund,Big oLttery Fund
Big Lottery Fund,big lottery fund
Big Lottery Fund,Big Lottery Fund
Jersey OAC,jersey oac
Jersey OAC,Jeresy OAC
Jersey OAC,Jersey OAC
Jersey Overseas Aid Commission (JOAC),jersey overseas aid commission (joac)
Jersey Overseas Aid Commission (JOAC),Jersey Overseas Aid Commission JOAC
Jersey Overseas Aid Commission (JOAC),Jersey Overseas Aid Commission (JOAC)
Jersey Overseas Aid Commission (JOAC),JerseyO verseas Aid Commission (JOAC)
Faith Groups,aFith Groups
Faith Groups,faith groups
Faith Groups,Faith Groups
Liberty,liberty
Liberty,Liberty
Liberty,Liberyt
Local Groups,local groups
Local Groups,Local Groups
Local Groups,LocalG roups
Small Medium Enterprises,small medium enterprises
Small Medium Enterprises,Small Medium Enterpriess
Small Medium Enterprises,Small Medium Enterprises
Territoire et Devellopement,Treritoire et Devellopement
Territoire et Devellopement,Territoire et Devellopement
Territoire et Devellopement,territoire et devellopement
Water Industry - South Staffordshire Water,Water Industry  South Staffordshire Water
Water Industry - South Staffordshire Water,Water Industry - South Staffordshire Water
Water Industry - South Staffordshire Water,Water Industry - Sout hStaffordshire Water
Water Industry - South Staffordshire Water,water industry - south staffordshire water
Water Industry - Veolia Central (3 Valleys),Water Industry - Veolia Central (3 Valleys)
Water Industry - Veolia Central (3 Valleys),Water Inudstry - Veolia Central (3 Valleys)
Water Industry - Veolia Central (3 Valleys),Water Industry  Veolia Central 3 Valleys
Water Industry - Veolia Central (3 Valleys),water industry - veolia central (3 valleys)
Water and Sanitation for the Urban Poor (WSUP),Water and Sanitation for the Urban Poor (WSUP)
Water and Sanitation for the Urban Poor (WSUP),water and sanitation for the urban poor (wsup)
Water and Sanitation for the Urban Poor (WSUP),Water and Sanitation for hte Urban Poor (WSUP)
Water and Sanitation for the Urban Poor (WSUP),Water and Sanitation for the Urban Poor WSUP
WaterAid Member - America,wateraid member - america
WaterAid Member - America,WaterAid Member - America
WaterAid Member - America,WaterAidM ember - America
WaterAid Member - America,WaterAid Member  America
WaterAid - America,WaterAid  America
WaterAid - America,WaterAid - America
WaterAid - America,wateraid - america
WaterAid - America,WaterAid -A merica
WaterAid - Canada,aWterAid - Canada
WaterAid - Canada,WaterAid - Canada
WaterAid - Canada,wateraid - canada
WaterAid - Canada,WaterAid  Canada
WaterAid Member - Canada,WaterAid Member - Canada
WaterAid Member - Canada,WaterAidM ember - Canada
WaterAid Member - Canada,wateraid member - canada
WaterAid Member - Canada,WaterAid Member  Canada
Poles Intégrés de Croissance,Poles Intégrés de Crosisance
Poles Intégrés de Croissance,poles intégrés de croissance
Poles Intégrés de Croissance,Poles Intégrés de Croissance
UNOPS/WSSCC Geneva,UNOPS/WSSCC Geneva
UNOPS/WSSCC Geneva,UNOPS/WSSCC Geenva
UNOPS/WSSCC Geneva,UNOPSWSSCC Geneva
UNOPS/WSSCC Geneva,unops/wsscc geneva
Anonymous donor for activity GB-CHC-288701-MGR52,Anonymous donor for activity GBCHC288701MGR52
Anonymous donor for activity GB-CHC-288701-MGR52,anonymous donor for activity gb-chc-288701-mgr52
Anonymous donor for activity GB-CHC-288701-MGR52,Anonymous donor for activity GB-CHC-288701-MGR52
Anonymous donor for activity GB-CHC-288701-MGR52,Anonmyous donor for activity GB-CHC-288701-MGR52
Anonymous donor for activity GB-CHC-288701-MGR53,anonymous donor for activity gb-chc-288701-mgr53
Anonymous donor for activity GB-CHC-288701-MGR53,Anonymous donor for activity GBCHC288701MGR53
Anonymous donor for activity GB-CHC-288701-MGR53,nAonymous donor for activity GB-CHC-288701-MGR53
Anonymous donor for activity GB-CHC-288701-MGR53,Anonymous donor for activity GB-CHC-288701-MGR53
ENDA Madagascar,enda madagascar
ENDA Madagascar,ENDA Madagascar
ENDA Madagascar,ENDA Madagsacar
Anonymous donor for activity GB-CHC-288701-MGR56,Anonymous donor for activity GB-CHC-288701-MGR56
Anonymous donor for activity GB-CHC-288701-MGR56,Anonymous donor for activity GBCHC288701MGR56
Anonymous donor for activity GB-CHC-288701-MGR56,anonymous donor for activity gb-chc-288701-mgr56
Anonymous donor for activity GB-CHC-288701-MGR56,Anonymous dnoor for activity GB-CHC-288701-MGR56
UNOPS,unops
UNOPS,UNOPS
WSCCC,wsccc
WSCCC,WSCCC
WSSCC,WSSCC
WSSCC,wsscc
ASSOCIATION FAMELONA,association famelona
ASSOCIATION FAMELONA,ASSOCIATION FAMELONA
ASSOCIATION FAMELONA,ASSOCITAION FAMELONA
Giorgio Armani Beauty & Fragrances,giorgio armani beauty & fragrances
Giorgio Armani Beauty & Fragrances,Giorgio Armani Beauty & Fragrances
Giorgio Armani Beauty & Fragrances,Giorgio Armani Beatuy & Fragrances
Giorgio Armani Beauty & Fragrances,Giorgio Armani Beauty  Fragrances
Secours Catholique-Caritas France,Secours Catholique-Caritas Franec
Secours Catholique-Caritas France,Secours Catholique-Caritas France
Secours Catholique-Caritas France,secours catholique-caritas france
Secours Catholique-Caritas France,Secours CatholiqueCaritas France
CDA,CDA
CDA,cda
